postal_code,region
1911,Country
1912,City
1913,Country
1914,City
1915,Country
1916,Intermediate Area
1917,Country
1918,City
1919,City
1920,Country
1921,City
1922,Country
1923,Country
1924,Country
1925,Country
1926,City
1927,Country
1928,City
1929,Intermediate Area
1930,Country
1931,Intermediate Area
1932,City
1933,Country
1934,City
1935,Country
1936,Intermediate Area
1937,Country
1938,Intermediate Area
1939,Intermediate Area
1940,Intermediate Area
1941,City
1942,Intermediate Area
1943,Country
1944,City
1945,Country
1946,Country
1947,Intermediate Area
1948,Country
1949,Intermediate Area
1950,Country
1951,Intermediate Area
1952,Intermediate Area
1953,Country
1954,Intermediate Area
1955,Intermediate Area
1956,Intermediate Area
1957,Intermediate Area
1958,City
1959,Intermediate Area
1960,Country
1961,City
1962,Intermediate Area
1963,Country
1964,Country
1965,City
1966,Intermediate Area
1967,Intermediate Area
1968,City
1969,Intermediate Area
1970,Intermediate Area
1971,Country
1972,City
1973,City
1974,Intermediate Area
1975,City
1976,Country
1977,City
1978,City
1979,City
1980,Intermediate Area
1981,Country
1982,Country
1983,Intermediate Area
1984,Intermediate Area
1985,Intermediate Area
1986,Country
1987,Intermediate Area
1988,City
1989,Country
1990,Country
1991,Country
1992,City
1993,Country
1994,Intermediate Area
1995,Country
1996,City
1997,City
1998,Intermediate Area
1999,Country
2000,Intermediate Area
2001,Intermediate Area
2002,Intermediate Area
2003,Intermediate Area
2004,City
2005,City
2006,City
2007,City
2008,Intermediate Area
2009,City
2010,Intermediate Area
2011,Intermediate Area
2012,Intermediate Area
2013,Country
2014,Intermediate Area
2015,City
2016,City
2017,City
2018,Country
2019,Intermediate Area
2020,Country
2021,Intermediate Area
2022,Intermediate Area
2023,Intermediate Area
2024,Intermediate Area
2025,City
2026,Country
2027,City
2028,Intermediate Area
2029,Country
2030,Country
2031,City
2032,Intermediate Area
2033,Country
2034,Country
2035,City
2036,Country
2037,Country
2038,City
2039,City
2040,City
2041,City
2042,Country
2043,Country
2044,Intermediate Area
2045,City
2046,City
2047,Country
2048,Country
2049,Intermediate Area
2050,Intermediate Area
2051,Country
2052,City
2053,Country
2054,City
2055,City
2056,Intermediate Area
2057,Intermediate Area
2058,City
2059,Intermediate Area
2060,Country
2061,Intermediate Area
2062,Country
2063,Country
2064,Country
2065,Intermediate Area
2066,City
2067,City
2068,Intermediate Area
2069,Intermediate Area
2070,City
2071,City
2072,Country
2073,City
2074,Country
2075,Country
2076,Country
2077,Intermediate Area
2078,City
2079,City
2080,Intermediate Area
2081,City
2082,Country
2083,City
2084,Intermediate Area
2085,Country
2086,Intermediate Area
2087,City
2088,Intermediate Area
2089,Country
2090,Country
2091,City
2092,City
2093,Intermediate Area
2094,Country
2095,Country
2096,Intermediate Area
2097,Intermediate Area
2098,Intermediate Area
2099,City
2100,Intermediate Area
2101,Intermediate Area
2102,City
2103,Country
2104,Country
2105,City
2106,Intermediate Area
2107,City
2108,City
2109,City
2110,Country
2111,Intermediate Area
2112,Country
2113,Intermediate Area
2114,City
2115,City
2116,Intermediate Area
2117,Country
2118,Intermediate Area
2119,Intermediate Area
2120,City
2121,Intermediate Area
2122,Country
2123,Intermediate Area
2124,City
2125,Country
2126,Intermediate Area
2127,Country
2128,Country
2129,City
2130,Intermediate Area
2131,Intermediate Area
2132,Intermediate Area
2133,Intermediate Area
2134,Intermediate Area
2135,Country
2136,Country
2137,Intermediate Area
2138,City
2139,City
2140,Country
2141,Country
2142,City
2143,Country
2144,Intermediate Area
2145,Intermediate Area
2146,Country
2147,Intermediate Area
2148,City
2149,Country
2150,Intermediate Area
2151,City
2152,Intermediate Area
2153,Country
2154,City
2155,City
2156,City
2157,Country
2158,Country
2159,Country
2160,City
2161,Intermediate Area
2162,City
2163,City
2164,Intermediate Area
2165,Intermediate Area
2166,Country
2167,Intermediate Area
2168,Intermediate Area
2169,Intermediate Area
2170,Intermediate Area
2171,Country
2172,City
2173,Intermediate Area
2174,Country
2175,Intermediate Area
2176,Country
2177,City
2178,Country
2179,Country
2180,Country
2181,Intermediate Area
2182,Country
2183,City
2184,Intermediate Area
2185,City
2186,City
2187,Country
2188,Country
2189,Intermediate Area
2190,City
2191,Country
2192,Country
2193,Intermediate Area
2194,Intermediate Area
2195,City
2196,Country
2197,Country
2198,Intermediate Area
2199,Country
2200,Intermediate Area
2201,City
2202,Country
2203,Country
2204,Intermediate Area
2205,Country
2206,Country
2207,City
2208,Country
2209,City
2210,Country
2211,City
2212,Country
2213,Country
2214,City
2215,Intermediate Area
2216,City
2217,Country
2218,City
2219,Intermediate Area
2220,City
2221,Country
2222,Country
2223,Intermediate Area
2224,City
2225,Country
2226,Intermediate Area
2227,Country
2228,Country
2229,Country
2230,City
2231,Country
2232,Country
2233,Intermediate Area
2234,Intermediate Area
2235,Country
2236,Country
2237,City
2238,City
2239,Intermediate Area
2240,Country
2241,Country
2242,Country
2243,Intermediate Area
2244,Country
2245,City
2246,Intermediate Area
2247,Country
2248,Intermediate Area
2249,City
2250,Intermediate Area
2251,City
2252,City
2253,Country
2254,Intermediate Area
2255,City
2256,Country
2257,Intermediate Area
2258,Country
2259,Country
2260,City
2261,Intermediate Area
2262,City
2263,Country
2264,City
2265,Country
2266,Country
2267,Country
2268,City
2269,Country
2270,City
2271,City
2272,Intermediate Area
2273,Intermediate Area
2274,Intermediate Area
2275,Intermediate Area
2276,City
2277,City
2278,City
2279,Country
2280,Intermediate Area
2281,Intermediate Area
2282,City
2283,City
2284,City
2285,City
2286,Country
2287,Intermediate Area
2288,Intermediate Area
2289,Intermediate Area
2290,City
2291,Intermediate Area
2292,Country
2293,City
2294,Country
2295,Intermediate Area
2296,City
2297,Country
2298,Country
2299,Intermediate Area
2300,City
2301,City
2302,Intermediate Area
2303,City
2304,City
2305,City
2306,City
2307,Intermediate Area
2308,City
2309,Intermediate Area
2310,City
2311,Intermediate Area
2312,Country
2313,Country
2314,Intermediate Area
2315,Country
2316,City
2317,City
2318,Intermediate Area
2319,Country
2320,Country
2321,Intermediate Area
2322,City
2323,Intermediate Area
2324,Intermediate Area
2325,Intermediate Area
2326,Country
2327,Country
2328,City
2329,Country
2330,Country
2331,Intermediate Area
2332,Intermediate Area
2333,City
2334,Country
2335,Intermediate Area
2336,City
2337,City
2338,Intermediate Area
2339,Intermediate Area
2340,Country
2341,City
2342,Country
2343,City
2344,City
2345,Country
2346,Country
2347,Country
2348,City
2349,Intermediate Area
2350,Intermediate Area
2351,Intermediate Area
2352,Intermediate Area
2353,Country
2354,Country
2355,City
2356,Country
2357,Country
2358,Country
2359,Country
2360,City
2361,City
2362,Intermediate Area
2363,Intermediate Area
2364,Intermediate Area
2365,Country
2366,Country
2367,City
2368,Intermediate Area
2369,City
2370,City
2371,Country
2372,City
2373,Intermediate Area
2374,Intermediate Area
2375,Intermediate Area
2376,City
2377,City
2378,Country
2379,City
2380,Country
2381,City
2382,Intermediate Area
2383,Country
2384,City
2385,Intermediate Area
2386,City
2387,City
2388,Country
2389,Country
2390,City
2391,Intermediate Area
2392,Country
2393,City
2394,City
2395,Intermediate Area
2396,Intermediate Area
2397,Country
2398,Country
2399,City
2400,City
2401,Country
2402,Intermediate Area
2403,Country
2404,Country
2405,City
2406,Country
2407,City
2408,Country
2409,Country
2410,City
2411,Intermediate Area
2412,Country
2413,Intermediate Area
2414,Country
2415,Country
2416,Intermediate Area
2417,Intermediate Area
2418,Country
2419,Intermediate Area
2420,Country
2421,City
2422,Intermediate Area
2423,City
2424,Country
2425,City
2426,City
2427,City
2428,Intermediate Area
2429,Country
2430,City
2431,Intermediate Area
2432,Country
2433,City
2434,Country
2435,Country
2436,Country
2437,Intermediate Area
2438,Country
2439,Country
2440,Intermediate Area
2441,City
2442,Country
2443,City
2444,Intermediate Area
2445,City
2446,City
2447,Country
2448,Country
2449,Country
2450,Country
2451,Country
2452,Country
2453,City
2454,Intermediate Area
2455,City
2456,City
2457,Country
2458,Intermediate Area
2459,Country
2460,Intermediate Area
2461,City
2462,Intermediate Area
2463,Intermediate Area
2464,City
2465,City
2466,Country
2467,Country
2468,City
2469,City
2470,Country
2471,Intermediate Area
2472,City
2473,Country
2474,Country
2475,City
2476,Country
2477,City
2478,City
2479,City
2480,Country
2481,Intermediate Area
2482,City
2483,City
2484,City
2485,Intermediate Area
2486,Intermediate Area
2487,City
2488,City
2489,City
2490,Intermediate Area
2491,City
2492,City
2493,Intermediate Area
2494,Intermediate Area
2495,Country
2496,Intermediate Area
2497,Intermediate Area
2498,Intermediate Area
2499,Country
2500,Intermediate Area
2501,Intermediate Area
2502,Intermediate Area
2503,Country
2504,City
2505,City
2506,Country
2507,Country
2508,City
2509,City
2510,Intermediate Area
2511,City
2512,City
2513,City
2514,City
2515,City
2516,Intermediate Area
2517,City
2518,City
2519,Country
2520,Intermediate Area
2521,City
2522,City
2523,City
2524,City
2525,Intermediate Area
2526,Intermediate Area
2527,Country
2528,City
2529,Intermediate Area
2530,Intermediate Area
2531,City
2532,City
2533,Country
2534,Intermediate Area
2535,Intermediate Area
2536,Country
2537,Intermediate Area
2538,City
2539,Intermediate Area
2540,Country
2541,City
2542,City
2543,Intermediate Area
2544,Intermediate Area
2545,City
2546,Country
2547,City
2548,Intermediate Area
2549,Country
2550,City
2551,Intermediate Area
2552,Country
2553,City
2554,Country
2555,Country
2556,Country
2557,Country
2558,Intermediate Area
2559,Country
2560,Intermediate Area
2561,Intermediate Area
2562,City
2563,City
2564,City
2565,Intermediate Area
2566,Country
2567,Intermediate Area
2568,Country
2569,Intermediate Area
2570,Intermediate Area
2571,Intermediate Area
2572,Country
2573,Intermediate Area
2574,Intermediate Area
2575,City
2576,City
2577,Country
2578,Country
2579,City
2580,City
2581,Intermediate Area
2582,City
2583,City
2584,Country
2585,Country
2586,City
2587,City
2588,Country
2589,City
2590,City
2591,Intermediate Area
2592,Intermediate Area
2593,Country
2594,Country
2595,Intermediate Area
2596,Intermediate Area
2597,Intermediate Area
2598,Intermediate Area
2599,Intermediate Area
2600,Intermediate Area
2601,City
2602,Country
2603,Intermediate Area
2604,City
2605,Intermediate Area
2606,Intermediate Area
2607,Country
2608,Intermediate Area
2609,Intermediate Area
2610,Country
2611,Intermediate Area
2612,Intermediate Area
2613,Country
2614,City
2615,Intermediate Area
2616,Country
2617,City
2618,City
2619,Intermediate Area
2620,City
2621,City
2622,Intermediate Area
2623,Intermediate Area
2624,City
2625,Country
2626,Country
2627,Intermediate Area
2628,City
2629,Country
2630,Country
2631,Country
2632,Country
2633,Intermediate Area
2634,Country
2635,City
2636,Country
2637,Intermediate Area
2638,Intermediate Area
2639,City
2640,Country
2641,Intermediate Area
2642,Intermediate Area
2643,Intermediate Area
2644,Intermediate Area
2645,Intermediate Area
2646,City
2647,Intermediate Area
2648,City
2649,City
2650,Intermediate Area
2651,Intermediate Area
2652,Country
2653,City
2654,Country
2655,Intermediate Area
2656,City
2657,Country
2658,Country
2659,Intermediate Area
2660,Country
2661,Country
2662,Country
2663,City
2664,Intermediate Area
2665,Country
2666,Country
2667,City
2668,Intermediate Area
2669,Intermediate Area
2670,City
2671,Intermediate Area
2672,Intermediate Area
2673,City
2674,Intermediate Area
2675,Intermediate Area
2676,Country
2677,Country
2678,City
2679,Intermediate Area
2680,Intermediate Area
2681,Intermediate Area
2682,Country
2683,Intermediate Area
2684,Intermediate Area
2685,Intermediate Area
2686,City
2687,Intermediate Area
2688,City
2689,City
2690,City
2691,Country
2692,Intermediate Area
2693,City
2694,Country
2695,Intermediate Area
2696,City
2697,Country
2698,City
2699,Country
2700,City
2701,Intermediate Area
2702,Intermediate Area
2703,Country
2704,Country
2705,City
2706,City
2707,Country
2708,Country
2709,Country
2710,Country
2711,City
2712,Country
2713,City
2714,Intermediate Area
2715,Intermediate Area
2716,Intermediate Area
2717,City
2718,Intermediate Area
2719,Country
2720,City
2721,Intermediate Area
2722,City
2723,Country
2724,City
2725,City
2726,City
2727,City
2728,Intermediate Area
2729,Country
2730,Intermediate Area
2731,City
2732,Country
2733,Intermediate Area
2734,City
2735,Country
2736,City
2737,Country
2738,Country
2739,Country
2740,Country
2741,City
2742,Country
2743,City
2744,Intermediate Area
2745,City
2746,City
2747,City
2748,Intermediate Area
2749,Intermediate Area
2750,City
2751,Country
2752,Country
2753,Intermediate Area
2754,City
2755,City
2756,City
2757,City
2758,Intermediate Area
2759,Country
2760,City
2761,City
2762,City
2763,City
2764,Intermediate Area
2765,City
2766,Country
2767,Intermediate Area
2768,Intermediate Area
2769,Country
2770,Intermediate Area
2771,City
2772,City
2773,Country
2774,Intermediate Area
2775,Country
2776,Intermediate Area
2777,City
2778,Country
2779,Country
2780,Intermediate Area
2781,Intermediate Area
2782,City
2783,City
2784,Country
2785,Intermediate Area
2786,Intermediate Area
2787,Intermediate Area
2788,Country
2789,City
2790,Intermediate Area
2791,Country
2792,Country
2793,City
2794,Country
2795,City
2796,Intermediate Area
2797,City
2798,City
2799,Country
2800,Intermediate Area
2801,City
2802,Country
2803,Intermediate Area
2804,City
2805,Country
2806,City
2807,Intermediate Area
2808,City
2809,Country
2810,Country
2811,Country
2812,City
2813,Country
2814,Intermediate Area
2815,Intermediate Area
2816,Country
2817,Intermediate Area
2818,City
2819,City
2820,Country
2821,Country
2822,City
2823,Country
2824,City
2825,City
2826,Intermediate Area
2827,City
2828,City
2829,Country
2830,Country
2831,Intermediate Area
2832,Country
2833,City
2834,City
2835,Intermediate Area
2836,Country
2837,Intermediate Area
2838,Country
2839,Intermediate Area
2840,Intermediate Area
2841,Country
2842,Country
2843,Country
2844,Country
2845,Country
2846,Country
2847,City
2848,Country
2849,City
2850,Intermediate Area
2851,Intermediate Area
2852,City
2853,Country
2854,City
2855,Country
2856,City
2857,Intermediate Area
2858,Intermediate Area
2859,Country
2860,City
2861,City
2862,Country
2863,City
2864,City
2865,Country
2866,Country
2867,Country
2868,Intermediate Area
2869,Intermediate Area
2870,City
2871,Intermediate Area
2872,Country
2873,City
2874,City
2875,City
2876,Country
2877,Country
2878,City
2879,Intermediate Area
2880,City
2881,City
2882,Intermediate Area
2883,Country
2884,Intermediate Area
2885,Country
2886,City
2887,Country
2888,City
2889,City
2890,City
2891,City
2892,City
2893,Country
2894,Intermediate Area
2895,Intermediate Area
2896,Country
2897,Country
2898,City
2899,City
2900,Country
2901,City
2902,Intermediate Area
2903,City
2904,City
2905,Intermediate Area
2906,City
2907,Intermediate Area
2908,City
2909,Country
2910,Intermediate Area
2911,City
2912,Country
2913,City
2914,Country
2915,City
2916,City
2917,Country
2918,City
2919,Country
2920,City
2921,City
2922,Country
2923,Country
2924,Intermediate Area
2925,Country
2926,Intermediate Area
2927,City
2928,Country
2929,Intermediate Area
2930,Intermediate Area
2931,Intermediate Area
2932,City
2933,City
2934,City
2935,City
2936,Country
2937,Country
2938,City
2939,Intermediate Area
2940,City
2941,City
2942,Country
2943,City
2944,City
2945,City
2946,Country
2947,Country
2948,City
2949,City
2950,Intermediate Area
2951,Country
2952,Intermediate Area
2953,Intermediate Area
2954,Intermediate Area
2955,Intermediate Area
2956,Intermediate Area
2957,City
2958,Country
2959,Country
2960,Intermediate Area
2961,City
2962,Intermediate Area
2963,Intermediate Area
2964,City
2965,Intermediate Area
2966,Intermediate Area
2967,Country
2968,Country
2969,City
2970,Intermediate Area
2971,City
2972,Country
2973,City
2974,Country
2975,City
2976,City
2977,Intermediate Area
2978,Intermediate Area
2979,Intermediate Area
2980,Intermediate Area
2981,Intermediate Area
2982,Intermediate Area
2983,City
2984,Country
2985,Country
2986,Intermediate Area
2987,City
2988,Country
2989,City
2990,City
2991,Country
2992,Country
2993,Country
2994,Country
2995,Intermediate Area
2996,City
2997,City
2998,Intermediate Area
2999,Country
3000,Intermediate Area
3001,City
3002,Country
3003,Intermediate Area
3004,City
3005,City
3006,Intermediate Area
3007,Intermediate Area
3008,Intermediate Area
3009,Intermediate Area
3010,Country
3011,Intermediate Area
3012,City
3013,Country
3014,Country
3015,Country
3016,Intermediate Area
3017,City
3018,City
3019,City
3020,Country
3021,Intermediate Area
3022,Intermediate Area
3023,City
3024,City
3025,Intermediate Area
3026,City
3027,Intermediate Area
3028,City
3029,Country
3030,Country
3031,City
3032,City
3033,Country
3034,Intermediate Area
3035,Intermediate Area
3036,Country
3037,Intermediate Area
3038,Intermediate Area
3039,Country
3040,Country
3041,Intermediate Area
3042,Intermediate Area
3043,Intermediate Area
3044,Intermediate Area
3045,Country
3046,City
3047,City
3048,Intermediate Area
3049,Intermediate Area
3050,Intermediate Area
3051,Intermediate Area
3052,City
3053,Country
3054,Intermediate Area
3055,Intermediate Area
3056,Country
3057,Intermediate Area
3058,City
3059,City
3060,Country
3061,Intermediate Area
3062,City
3063,Intermediate Area
3064,Intermediate Area
3065,Country
3066,City
3067,Intermediate Area
3068,Intermediate Area
3069,Intermediate Area
3070,Intermediate Area
3071,Intermediate Area
3072,Country
3073,Country
3074,City
3075,Country
3076,Country
3077,City
3078,Intermediate Area
3079,Intermediate Area
3080,Country
3081,Intermediate Area
3082,Country
3083,City
3084,City
3085,Intermediate Area
3086,Intermediate Area
3087,City
3088,City
3089,Country
3090,Intermediate Area
3091,Intermediate Area
3092,Intermediate Area
3093,City
3094,Intermediate Area
3095,City
3096,Intermediate Area
3097,Country
3098,Country
3099,Intermediate Area
3100,City
3101,Intermediate Area
3102,Intermediate Area
3103,Intermediate Area
3104,City
3105,City
3106,City
3107,City
3108,Country
3109,Intermediate Area
3110,Intermediate Area
3111,City
3112,Intermediate Area
3113,Intermediate Area
3114,Intermediate Area
3115,City
3116,Country
3117,Intermediate Area
3118,City
3119,City
3120,Intermediate Area
3121,City
3122,Country
3123,City
3124,Intermediate Area
3125,City
3126,City
3127,City
3128,City
3129,Country
3130,Country
3131,City
3132,Intermediate Area
3133,Intermediate Area
3134,Country
3135,City
3136,City
3137,Country
3138,Intermediate Area
3139,Intermediate Area
3140,Country
3141,Country
3142,City
3143,Country
3144,City
3145,City
3146,City
3147,Country
3148,Intermediate Area
3149,Country
3150,City
3151,Country
3152,Country
3153,Intermediate Area
3154,City
3155,Country
3156,City
3157,City
3158,Country
3159,Intermediate Area
3160,City
3161,Country
3162,City
3163,Country
3164,Country
3165,Country
3166,Country
3167,Intermediate Area
3168,Intermediate Area
3169,Country
3170,Country
3171,Intermediate Area
3172,Intermediate Area
3173,City
3174,Country
3175,Country
3176,City
3177,Country
3178,Country
3179,City
3180,Intermediate Area
3181,Intermediate Area
3182,Country
3183,Intermediate Area
3184,Intermediate Area
3185,Country
3186,City
3187,City
3188,City
3189,City
3190,City
3191,City
3192,Intermediate Area
3193,Intermediate Area
3194,City
3195,City
3196,Country
3197,City
3198,City
3199,City
3200,City
3201,Country
3202,City
3203,Intermediate Area
3204,Intermediate Area
3205,Intermediate Area
3206,Country
3207,Country
3208,City
3209,Intermediate Area
3210,City
3211,Intermediate Area
3212,Intermediate Area
3213,Country
3214,Country
3215,Intermediate Area
3216,Country
3217,Intermediate Area
3218,Country
3219,Intermediate Area
3220,Intermediate Area
3221,City
3222,Intermediate Area
3223,Intermediate Area
3224,City
3225,Intermediate Area
3226,City
3227,Intermediate Area
3228,Country
3229,Country
3230,City
3231,Intermediate Area
3232,Country
3233,Country
3234,City
3235,Country
3236,Intermediate Area
3237,Intermediate Area
3238,City
3239,Country
3240,Intermediate Area
3241,Country
3242,Country
3243,Country
3244,City
3245,City
3246,City
3247,Country
3248,City
3249,Intermediate Area
3250,City
3251,City
3252,Intermediate Area
3253,City
3254,City
3255,Country
3256,City
3257,Country
3258,Intermediate Area
3259,City
3260,Intermediate Area
3261,Country
3262,City
3263,Country
3264,Country
3265,Intermediate Area
3266,Intermediate Area
3267,City
3268,City
3269,City
3270,City
3271,City
3272,Intermediate Area
3273,Country
3274,Country
3275,City
3276,City
3277,Intermediate Area
3278,City
3279,City
3280,Country
3281,Intermediate Area
3282,City
3283,Country
3284,Intermediate Area
3285,Intermediate Area
3286,City
3287,Intermediate Area
3288,City
3289,Intermediate Area
3290,City
3291,Country
3292,City
3293,Country
3294,Intermediate Area
3295,Country
3296,Country
3297,Intermediate Area
3298,City
3299,Country
3300,Intermediate Area
3301,Intermediate Area
3302,Intermediate Area
3303,City
3304,Intermediate Area
3305,City
3306,Intermediate Area
3307,Country
3308,Country
3309,Country
3310,Country
3311,City
3312,City
3313,City
3314,Country
3315,Intermediate Area
3316,City
3317,Intermediate Area
3318,Intermediate Area
3319,Country
3320,Country
3321,Country
3322,Intermediate Area
3323,City
3324,Intermediate Area
3325,City
3326,Intermediate Area
3327,Country
3328,City
3329,Country
3330,Intermediate Area
3331,City
3332,City
3333,Country
3334,Intermediate Area
3335,Intermediate Area
3336,Country
3337,Country
3338,City
3339,Country
3340,Country
3341,Intermediate Area
3342,Country
3343,City
3344,Intermediate Area
3345,City
3346,Intermediate Area
3347,Country
3348,Country
3349,Intermediate Area
3350,City
3351,City
3352,City
3353,Country
3354,City
3355,Country
3356,Intermediate Area
3357,Country
3358,Intermediate Area
3359,City
3360,Intermediate Area
3361,Intermediate Area
3362,City
3363,City
3364,Intermediate Area
3365,Intermediate Area
3366,Intermediate Area
3367,Intermediate Area
3368,Intermediate Area
3369,Intermediate Area
3370,City
3371,Country
3372,City
3373,City
3374,Intermediate Area
3375,Country
3376,Country
3377,Intermediate Area
3378,Intermediate Area
3379,City
3380,City
3381,Intermediate Area
3382,Intermediate Area
3383,Country
3384,City
3385,City
3386,Country
3387,City
3388,City
3389,Country
3390,City
3391,Intermediate Area
3392,City
3393,Intermediate Area
3394,City
3395,Intermediate Area
3396,Country
3397,Country
3398,City
3399,Country
3400,Intermediate Area
3401,Intermediate Area
3402,City
3403,City
3404,City
3405,City
3406,Country
3407,Country
3408,City
3409,City
3410,Intermediate Area
3411,City
3412,Country
3413,Intermediate Area
3414,Country
3415,Intermediate Area
3416,Country
3417,City
3418,City
3419,Intermediate Area
3420,Intermediate Area
3421,City
3422,Country
3423,City
3424,Country
3425,Country
3426,Country
3427,Country
3428,City
3429,Intermediate Area
3430,Country
3431,Country
3432,Intermediate Area
3433,City
3434,Country
3435,Intermediate Area
3436,Country
3437,City
3438,Intermediate Area
3439,Country
3440,City
3441,Country
3442,City
3443,Country
3444,Intermediate Area
3445,Intermediate Area
3446,City
3447,Country
3448,Intermediate Area
3449,Country
3450,Country
3451,Intermediate Area
3452,City
3453,City
3454,Country
3455,Intermediate Area
3456,Intermediate Area
3457,Country
3458,Country
3459,City
3460,Intermediate Area
3461,Country
3462,Country
3463,Country
3464,Intermediate Area
3465,City
3466,Intermediate Area
3467,Country
3468,City
3469,Intermediate Area
3470,City
3471,Intermediate Area
3472,Country
3473,City
3474,Intermediate Area
3475,City
3476,City
3477,City
3478,Country
3479,Country
3480,City
3481,Country
3482,City
3483,Country
3484,City
3485,Intermediate Area
3486,Intermediate Area
3487,Intermediate Area
3488,City
3489,Intermediate Area
3490,Country
3491,Intermediate Area
3492,City
3493,Intermediate Area
3494,City
3495,City
3496,City
3497,Intermediate Area
3498,Country
3499,Country
3500,City
3501,Country
3502,Intermediate Area
3503,Country
3504,City
3505,Intermediate Area
3506,Country
3507,Intermediate Area
3508,Intermediate Area
3509,Country
3510,City
3511,Intermediate Area
3512,Country
3513,Intermediate Area
3514,Country
3515,City
3516,City
3517,Intermediate Area
3518,Intermediate Area
3519,Country
3520,Intermediate Area
3521,City
3522,City
3523,Intermediate Area
3524,City
3525,Intermediate Area
3526,Intermediate Area
3527,Intermediate Area
3528,Country
3529,Intermediate Area
3530,City
3531,City
3532,City
3533,Country
3534,Intermediate Area
3535,City
3536,City
3537,Intermediate Area
3538,Country
3539,Country
3540,City
3541,Intermediate Area
3542,Country
3543,Intermediate Area
3544,City
3545,Country
3546,Intermediate Area
3547,Country
3548,City
3549,City
3550,Country
3551,Intermediate Area
3552,Country
3553,Country
3554,Intermediate Area
3555,Country
3556,City
3557,Intermediate Area
3558,Intermediate Area
3559,Country
3560,Intermediate Area
3561,Intermediate Area
3562,Country
3563,City
3564,City
3565,City
3566,City
3567,Country
3568,City
3569,Intermediate Area
3570,Intermediate Area
3571,Country
3572,Country
3573,Country
3574,Intermediate Area
3575,City
3576,Intermediate Area
3577,City
3578,Intermediate Area
3579,Country
3580,City
3581,Country
3582,Country
3583,Intermediate Area
3584,Country
3585,Intermediate Area
3586,Intermediate Area
3587,Country
3588,City
3589,Intermediate Area
3590,Country
3591,Country
3592,City
3593,Intermediate Area
3594,Country
3595,Country
3596,Country
3597,Intermediate Area
3598,Country
3599,Country
3600,Country
3601,Intermediate Area
3602,City
3603,Country
3604,City
3605,Intermediate Area
3606,Country
3607,Intermediate Area
3608,City
3609,Intermediate Area
3610,Intermediate Area
3611,Country
3612,Intermediate Area
3613,Country
3614,Intermediate Area
3615,Intermediate Area
3616,Country
3617,City
3618,Intermediate Area
3619,Country
3620,Intermediate Area
3621,Country
3622,City
3623,Country
3624,Intermediate Area
3625,Country
3626,Country
3627,City
3628,City
3629,Intermediate Area
3630,Intermediate Area
3631,Country
3632,Country
3633,City
3634,City
3635,City
3636,City
3637,Intermediate Area
3638,Intermediate Area
3639,Intermediate Area
3640,Country
3641,City
3642,City
3643,Country
3644,Country
3645,Country
3646,City
3647,City
3648,City
3649,City
3650,Country
3651,City
3652,Country
3653,Intermediate Area
3654,Country
3655,Intermediate Area
3656,Intermediate Area
3657,City
3658,Intermediate Area
3659,City
3660,Country
3661,City
3662,Intermediate Area
3663,Country
3664,Intermediate Area
3665,Country
3666,City
3667,City
3668,Country
3669,City
3670,Intermediate Area
3671,Country
3672,Country
3673,City
3674,Intermediate Area
3675,Intermediate Area
3676,City
3677,City
3678,Intermediate Area
3679,Country
3680,City
3681,Country
3682,Country
3683,Intermediate Area
3684,Country
3685,Intermediate Area
3686,City
3687,Intermediate Area
3688,Country
3689,Country
3690,Country
3691,Country
3692,City
3693,Intermediate Area
3694,City
3695,Country
3696,Intermediate Area
3697,Country
3698,Country
3699,Country
3700,Country
3701,City
3702,City
3703,City
3704,City
3705,Intermediate Area
3706,Intermediate Area
3707,City
3708,City
3709,Intermediate Area
3710,Country
3711,Country
3712,Intermediate Area
3713,Country
3714,Country
3715,Intermediate Area
3716,City
3717,City
3718,City
3719,City
3720,Intermediate Area
3721,City
3722,Intermediate Area
3723,Country
3724,City
3725,City
3726,Country
3727,City
3728,Country
3729,Country
3730,Country
3731,Country
3732,City
3733,City
3734,Intermediate Area
3735,Intermediate Area
3736,Intermediate Area
3737,City
3738,Country
3739,City
3740,City
3741,City
3742,City
3743,Intermediate Area
3744,Country
3745,Country
3746,City
3747,Intermediate Area
3748,Country
3749,Country
3750,City
3751,City
3752,City
3753,City
3754,Country
3755,City
3756,City
3757,Country
3758,City
3759,Intermediate Area
3760,Country
3761,Country
3762,Country
3763,City
3764,Country
3765,Intermediate Area
3766,Intermediate Area
3767,City
3768,Intermediate Area
3769,City
3770,City
3771,Country
3772,Intermediate Area
3773,Intermediate Area
3774,Intermediate Area
3775,City
3776,Intermediate Area
3777,City
3778,Country
3779,Country
3780,Intermediate Area
3781,Country
3782,Country
3783,Country
3784,Country
3785,City
3786,Intermediate Area
3787,City
3788,Intermediate Area
3789,City
3790,City
3791,Country
3792,Intermediate Area
3793,City
3794,Country
3795,City
3796,City
3797,Country
3798,Country
3799,Intermediate Area
3800,Intermediate Area
3801,Country
3802,Intermediate Area
3803,Intermediate Area
3804,Country
3805,City
3806,Country
3807,Intermediate Area
3808,Country
3809,Country
3810,Country
3811,Intermediate Area
3812,City
3813,Intermediate Area
3814,Intermediate Area
3815,Intermediate Area
3816,Intermediate Area
3817,City
3818,City
3819,Intermediate Area
3820,City
3821,Intermediate Area
3822,City
3823,City
3824,City
3825,City
3826,Intermediate Area
3827,Country
3828,Intermediate Area
3829,Country
3830,Country
